Nombre del Centro;Num de Registro;Dirección;Código postal;Localidad;Provincia;Teléfono;Fax;Tipo de Centro;Finalidad Asistencial;Titularidad;Dependencia Funcional
CLINICA MEDICA HIPOCRATES;47-C24-0011;CL. RECOLETAS 7;47,006;VALLADOLID;VALLADOLID;983,308,265;983,362,835;CENTROS POLIVALENTES;ALERGOLOGIA#ANESTESIA Y REANIMACION#APARATO DIGESTIVO#CIRUGIA GENERAL Y DIGESTIVO#CIRUGIA ORTOPEDICA Y TRAUMATOLOGIA#CIRUGIA PEDIATRICA#DERMATOLOGIA #ENDOCRINOLOGIA #ENFERMERIA#FISIOTERAPIA#LOGOPEDIA#MEDICINA GENERAL /  DE FAMILIA#MEDICINA INTERNA#NEUROLOGIA#NUTRICION Y DIETETICA#OBTENCION DE MUESTRAS#OFTALMOLOGIA#OTORRINOLARINGOLOGIA#OTRAS UNIDADES ASISTENCIALES#PEDIATRIA#PODOLOGIA#PSICOLOGIA CLINICA#PSIQUIATRIA#REHABILITACION#UROLOGIA;POLICLINICA MEDICA HIPOCRATES;PRIVADOS
CLINICA DENTAL LAURA SOLER;37-C251-0009;AV. DE PORTUGAL 75-77  C;37,005;SALAMANCA;SALAMANCA;658,583,900;0;ESPECIALIZADOS: CLINICAS DENTALES;ODONTOLOGIA / ESTOMATOLOGIA;SOLER PEREZ , LAURA;PRIVADOS
CENTRO DE ESPECIALIDADES DE BENAVENTE;49-C24-0008;CL. RIO CEA 0;49,600;BENAVENTE;ZAMORA;980,512,838;0;CENTROS POLIVALENTES;ALERGOLOGIA#APARATO DIGESTIVO#CARDIOLOGIA#CIRUGIA GENERAL Y DIGESTIVO#CIRUGIA ORTOPEDICA Y TRAUMATOLOGIA#DERMATOLOGIA #ENDOCRINOLOGIA #ENFERMERIA#FISIOTERAPIA#GINECOLOGIA #MEDICINA INTERNA#NEFROLOGIA#OBSTETRICIA#OFTALMOLOGIA#OTORRINOLARINGOLOGIA#PSICOLOGIA CLINICA#PSIQUIATRIA#RADIODIAGNOSTICO#REHABILITACION#REUMATOLOGIA#UROLOGIA;G. REGIONAL DE SALUD-G. DE ASISTENCIA DE ZAMORA;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CLINICA SANZ DENTAL;37-C251-0219;PS. DE CARMELITAS,  83;37,002;SALAMANCA;SALAMANCA;648,827,594;0;ESPECIALIZADOS: CLINICAS DENTALES;ODONTOLOGIA / ESTOMATOLOGIA;SANZ SANCHEZ , ANGELA;PRIVADOS
AUDIOVIDA;34-E-0002;PS. DEL SALON 7;34,002;PALENCIA;PALENCIA;979,170,549;979,170,549;ESTABLECIMIENTOS SANITARIOS (OPTICAS, ORTOPEDIAS, AUDIOPROTESIS);ESTABLECIMIENTO DE AUDIOPROTESIS#ESTABLECIMIENTO DE ORTOPEDIA;DEL PINO TEJEDOR , JOSE MANUEL;PRIVADOS
CONSULTORIO LOCAL DE SAELICES DEL PAYUELO;24-C232-0577;CL. DESCONOCIDA 0;24,920;SAHELICES DEL PAYUELO;LEON;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE VALDEPOLO;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CONSULTORIO DE ATENCION PRIMARIA DE OLMEDILLO DE ROA;09-C232-0290;CL. RONDA SOPARRAL S/N;9,311;OLMEDILLO DE ROA;BURGOS;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE OLMEDILLO DE ROA;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
PODOLOGIA D. RAQUEL TRAPERO;05-C22-0127;PS. RECOLETOS 33;5,270;TIEMBLO (EL);AVILA;666,387,755;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;PODOLOGIA;TRAAPERO HARO , RAQUEL;PRIVADOS
CLINICA DENTAL BARAKALDO;09-C251-0055;CL. ALFEREZ PROVISIONAL 9  A;9,550;VILLARCAYO;BURGOS;947,130,288;0;ESPECIALIZADOS: CLINICAS DENTALES;ODONTOLOGIA / ESTOMATOLOGIA;OTEIZA RUMI , JOSE LUIS;PRIVADOS
PUPPIL OPTICA;47-E-0075;AV. DE SEGOVIA 67;47,013;VALLADOLID;VALLADOLID;983,228,282;0;ESTABLECIMIENTOS SANITARIOS (OPTICAS, ORTOPEDIAS, AUDIOPROTESIS);ESTABLECIMIENTO DE OPTICA;OPTISA COMERCIAL, S.A.;PRIVADOS
CONSULTORIO DE ATENCION PRIMARIA DE FUENTELCESPED;09-C232-0538;PZ. MAYOR 7;9,471;FUENTELCESPED;BURGOS;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE FUENTELCESPED;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
OPTICA ALCALDE;47-E-0064;PS. DE ZORRILLA 44;47,006;VALLADOLID;VALLADOLID;983,334,099;0;ESTABLECIMIENTOS SANITARIOS (OPTICAS, ORTOPEDIAS, AUDIOPROTESIS);ESTABLECIMIENTO DE OPTICA;ALCALDE LEON OPTICO , S.L.;PRIVADOS
CLINICA DENTAL BUCALIA;37-C251-0006;CL. MONROY 1-3;37,001;SALAMANCA;SALAMANCA;923,219,502;0;ESPECIALIZADOS: CLINICAS DENTALES;ODONTOLOGIA / ESTOMATOLOGIA;SANCHEZ LOPEZ , MANUEL RODRIGO;PRIVADOS
CONSULTORIO DE ATENCION PRIMARIA DE HIJOSA DE BOEDO;34-C232-0091;CL. LA PLAZA SN;34,405;HIJOSA DE BOEDO;PALENCIA;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE SANTA CRUZ DE BOEDO;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CONSULTA DE ENDOCRINOLOGIA Y NUTRICION DE D.. MARIA MARAVI ALVAREZ;09-C21-0226;PS. DE LA ISLA (HOSPITAL SAN JUAN DE DIOS) 3;9,003;BURGOS;BURGOS;947,257,730;947,273,009;CONSULTAS MEDICAS;ENDOCRINOLOGIA;MARAVI ALVAREZ , MARIA;PRIVADOS
CLINICA DENTAL DE D. AMABLE J. DUPERIER GUERRA;05-C251-0090;CL. NAVAREJOS 7;5,440;PIEDRALAVES;AVILA;918,666,207;0;ESPECIALIZADOS: CLINICAS DENTALES;ODONTOLOGIA / ESTOMATOLOGIA;DUPERIER GUERRA , AMABLE JESUS;PRIVADOS
SECCION DE ORTOPEDIA DE LA OF. DE FARMACIA TOMAS ABASCAL DIAGO;09-E4-0008;CL. SAN FRANCISCO 31;9,003;BURGOS;BURGOS;947,216,422;0;ESTABLECIMIENTO DE ORTOPEDIA;ESTABLECIMIENTO DE ORTOPEDIA;ABASCAL DIAGO , TOMAS DAVID;PRIVADOS
CONSULTORIO DE ATENCION PRIMARIA DE FORNILLOS DE FERMOSELLE;49-C232-0427;CL. EL POZO;49,232;FORNILLOS DE FERMOSELLE;ZAMORA;980,619,254;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE VILLAR DEL BUEY;OTRAS ENTIDADES/ORGANISMOS PUBLIC.DEP.AUTONOMICA
CONSULTORIO DE ATENCION PRIMARIA DE NAVAS DE BUREBA;09-C232-0282;PZ. MAYOR;9,249;NAVAS DE BUREBA;BURGOS;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE NAVAS DE BUREBA;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
SERVICIOS SANITARIOS DE LA RESIDENCIA DE LA TERCERA EDAD EL SANTO;24-C3-0030;CL. SIRO ALONSO DE LAS HUERTAS 24;24,300;BEMBIBRE;LEON;987,511,834;987,511,131;SERVICIOS SANITARIOS INTEGRADOS EN ORGANIZACION NO SANITARIA;DEPOSITO DE MEDICAMENTOS#ENFERMERIA#FISIOTERAPIA#MEDICINA GENERAL /  DE FAMILIA#TERAPIA OCUPACIONAL;CLECE S.A.;PRIVADOS
CONSULTORIO LOCAL DE RABANO DE ALISTE;49-C232-0264;CL. ALFONSO XIII;49,515;RABANO DE ALISTE;ZAMORA;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE RABANO DE ALISTE;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CONSULTA DE NEUMOLOGIA DE D. JESUS PASTOR ANTON;34-C21-0038;CL. LOS SOLDADOS 12  A;34,001;PALENCIA;PALENCIA;979,701,007;0;CONSULTAS MEDICAS;NEUMOLOGIA;PASTOR ANTON , JESUS;PRIVADOS
CONSULTA DE MEDICINA FAMILIAR Y COMUNITARIA DE D. JOSEFINA HERGUETA DIAZ;42-C21-0032;AV. MARIANO VICEN,6  (CENTRO MEDICO ASISTENCIAL I);42,003;SORIA;SORIA;975,239,779;0;CONSULTAS MEDICAS;MEDICINA GENERAL /  DE FAMILIA;HERGUETA DIAZ , JOSEFINA;PRIVADOS
VITA OPTICA;47-E3-0023;CL. HUELGAS  15;47,005;VALLADOLID;VALLADOLID;672,192,434;0;ESTABLECIMIENTO DE OPTICA;ESTABLECIMIENTO DE OPTICA;BURON&SALCEDO OPTICA S.L.;PRIVADOS
CONSULTORIO DE ATENCION PRIMARIA DE ESCALONA DEL PRADO;40-C232-0085;PZ. MAYOR 1;40,350;ESCALONA DEL PRADO;SEGOVIA;921,570,226;921,570,506;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTMAIENTO DE ESCALONA DEL PRADO;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CLINICA PODOLOGICA ANGEL SANZ GARCIA;49-C22-0012;CL. CORTINAS DE SAN MIGUEL 2  B;49,015;ZAMORA;ZAMORA;980,519,638;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;PODOLOGIA;SANZ GARCIA , ANGEL;PRIVADOS
FUNDACION INTRAS VEINTE METROS;47-C3-0181;CL. VEINTE METROS 13-15;47,005;VALLADOLID;VALLADOLID;983,399,633;983,217,565;SERVICIOS SANITARIOS INTEGRADOS EN ORGANIZACION NO SANITARIA;OTRAS UNIDADES ASISTENCIALES (PSICOLOGIA SANITARIA)#PSICOLOGIA CLINICA;FUNDACION INTRAS;PRIVADOS
CLINICA RESPIRA VALLADOLID;47-C22-0312;PZ. CIRCULAR 9;47,004;VALLADOLID;VALLADOLID;652,562,696;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;FISIOTERAPIA;RUIZ TAJADURA , RAQUEL;PRIVADOS
UNIDAD MOVIL 7096-BFL PREMAP.SEGURIDAD Y SALUD. S.L.U.EN VALLADOLID;47-C257-0004;CL. MONASTERIO DE YUSTE 22;47,015;VALLADOLID;VALLADOLID;983,361,258;983,373,732;CENTROS MOVILES DE ASISTENCIA SANITARIA;MEDICINA DEL TRABAJO;PREMAP SEGURIDAD Y SALUD S.L.;PRIVADOS
CLINICA DENTAL CELADA;34-C251-0067;CL. MANFLORIDO 1;34,005;PALENCIA;PALENCIA;979,701,554;0;ESPECIALIZADOS: CLINICAS DENTALES;ODONTOLOGIA / ESTOMATOLOGIA;CIRUGIA DENTAL CELADA, S.L.;PRIVADOS
CONSULTORIO LOCAL DE CASASECA DE CAMPEAN;49-C232-0059;CL. LA PLAZA;49,708;CASASECA DE CAMPEAN;ZAMORA;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE CASASECA DE CAMPEAN;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CENTRO ESTETICO ODONTOLOGICO (CEO);24-C251-0058;CL. BURGO NUEVO 20  B;24,001;LEON;LEON;987,262,426;0;ESPECIALIZADOS: CLINICAS DENTALES;ODONTOLOGIA / ESTOMATOLOGIA;FERNANDEZ VAZQUEZ , JOSE PEDRO;PRIVADOS
CONSULTA DE FISIOTERAPIA RAQUEL REBOLLLO SAHAGUN;47-C22-0324;CL. GENERAL RUIZ 4;47,004;VALLADOLID;VALLADOLID;620,894,474;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;FISIOTERAPIA;REBOLLO SAHAGUN , RAQUEL;PRIVADOS
CONSULTORIO DE ATENCION PRIMARIA DE GEJUELO DEL BARRO;37-C232-0418;CL. FUENTE 0;37,114;GEJUELO DEL BARRO;SALAMANCA;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE GEJUELO DEL BARRO;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CONSULTORIO LOCAL DE VILLORQUITE DE HERRERA;34-C232-0267;CL. TRASERA MIRANDA 0;34,477;VILLORQUITE DE HERRERA;PALENCIA;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE VILLAMERIEL;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CONSULTA DE TRAUMATOLOGIA DE D. ANTONIO RIOS;05-C21-0128;AV. SANTA CRUZ DE TENERIFE (CLINICA SANTA TERESA) 11;5,005;AVILA;AVILA;920,252,525;920,222,342;CONSULTAS MEDICAS;CIRUGIA ORTOPEDICA Y TRAUMATOLOGIA;RIOS SANCHEZ , ANTONIO JAVIER;PRIVADOS
CONSULTORIO LOCAL DE CORRALES DE DUERO;47-C232-0053;CL. DE LA IGLESIA 3;47,317;CORRALES DE DUERO;VALLADOLID;983,870,514;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE CORRALES DE DUERO;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
SERVICIOS SANITARIOS DEL CENTRO SOCIAL LAS CINCO LLAGAS;24-C3-0025;CL. PUERTA DEL SOL 2;24,700;ASTORGA;LEON;987,602,870;987,603,011;SERVICIOS SANITARIOS INTEGRADOS EN ORGANIZACION NO SANITARIA;DEPOSITO DE MEDICAMENTOS#ENFERMERIA#FISIOTERAPIA#MEDICINA GENERAL /  DE FAMILIA;CARITAS DIOCESANA DE ASTORGA;ORGANIZACIONES NO GUBERNAMENTALES
CONSULTORIO DE ATENCION PRIMARIA DE VALDECASA;05-C232-0294;CL. AGUJAS 22;5,143;VALDECASA;AVILA;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE VALDECASA;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CLINICA DENTAL ALBADENT;37-C251-0172;CL. CUATROPEA, 8;37,800;ALBA DE TORMES;SALAMANCA;654,990,783;0;ESPECIALIZADOS: CLINICAS DENTALES;ODONTOLOGIA / ESTOMATOLOGIA;CLINICAS BLANCO GONZALEZ, S.L.P.;PRIVADOS
CONSULTORIO LOCAL DE PALAZUELO DE LAS CUEVAS;49-C232-0212;CL. LA ERA;49,592;PALAZUELO DE LAS CUEVAS;ZAMORA;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE SAN VICENTE DE LA CABEZA;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
FISIOTERAPIA A DOMICILIO ALFONSO LLAMAS;49-C22-0154;CL. JUAN II 8  B;49,011;ZAMORA;ZAMORA;653,527,461;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;FISIOTERAPIA;LLAMAS DIEZ , ALFONSO;PRIVADOS
CENTRO DE DIA FUNDACION INTRAS;49-C3-0003;AV. DE GALICIA C/V C/ RIO ALISTE;49,032;ZAMORA;ZAMORA;980,528,997;980,557,104;SERVICIOS SANITARIOS INTEGRADOS EN ORGANIZACION NO SANITARIA;OTRAS UNIDADES ASISTENCIALES (PSICOLOGIA SANITARIA)#PSICOLOGIA CLINICA;FUNDACION INTRAS;PRIVADOS
CLINICA DENTAL ADESLAS;05-C251-0089;AV. DE PORTUGAL 13;5,001;AVILA;AVILA;920,352,295;0;ESPECIALIZADOS: CLINICAS DENTALES;ODONTOLOGIA / ESTOMATOLOGIA;ADESLAS DENTAL SA;PRIVADOS
CONSULTORIO LOCAL DE ROBLEDO DE LA VALDUERNA;24-C232-0566;CL. DESCONOCIDA 0;24,730;ROBLEDO DE LA VALDUERNA;LEON;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE DESTRIANA;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CONSULTORIO LOCAL DE SANTOVENIA DE PISUERGA;47-C232-0113;CL. REAL 45;47,011;SANTOVENIA DE PISUERGA;VALLADOLID;983,400,194;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE SANTOVENIA DE PISUERGA;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
FUNDANEED;37-C3-0180;CL. ALMANSA, 9;37,003;SALAMANCA;SALAMANCA;923,135,581;923,135,581;SERVICIOS SANITARIOS INTEGRADOS EN ORGANIZACION NO SANITARIA;OTRAS UNIDADES ASISTENCIALES (PSICOLOGIA SANITARIA);FUNDANEED;PRIVADOS
CLINICA DE ORTODONCIA D. ANA M. BLANCO SANJURJO;24-C251-0133;CL. PADRE ISLA 7  B;24,002;LEON;LEON;987,248,453;0;ESPECIALIZADOS: CLINICAS DENTALES;ODONTOLOGIA / ESTOMATOLOGIA;BLANCO SANJURJO , ANA MARIA;PRIVADOS
CLINICA DENTAL ALONSO DE BLAS;40-C251-0025;CL. RAMON Y CAJAL 1;40,002;SEGOVIA;SEGOVIA;921,431,152;921,431,152;ESPECIALIZADOS: CLINICAS DENTALES;ODONTOLOGIA / ESTOMATOLOGIA;CLINICA DENTAL ALONSO DE BLAS, S.C;PRIVADOS
CONSULTORIO DE ATENCION PRIMARIA DE FUENTES DE CUELLAR;40-C232-0105;CL. IGLESIA 0;40,232;FUENTES DE CUELLAR;SEGOVIA;921,140,014;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE CUELLAR;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
SERVICIOS SANITARIOS CENTRO MARIA LARA HERNANDO RODRIGUEZ;49-C3-0098;AV. VICTOR GALLEGO 17;49,011;ZAMORA;ZAMORA;650,233,025;980,590,346;SERVICIOS SANITARIOS INTEGRADOS EN ORGANIZACION NO SANITARIA;DEPOSITO DE MEDICAMENTOS#MEDICINA ESTETICA#PODOLOGIA;HERNANDO  RODRIGUEZ , MARIA LARA;PRIVADOS
CONSULTA DE GINECOLOGIA DE D. JAVIER VELASCO BERNAL;47-C21-0076;CL. ALMIRANTE 20;47,400;MEDINA DEL CAMPO;VALLADOLID;983,803,871;983,302,190;CONSULTAS MEDICAS;GINECOLOGIA #OBSTETRICIA;VELASCO BERNAL , JAVIER;PRIVADOS
CONSULTA DE PSIQUIATRIA DE D. LUIS CORRAL SUAREZ;47-C21-0089;CL. MARIA DE MOLINA 6  D;47,001;VALLADOLID;VALLADOLID;983,330,718;0;CONSULTAS MEDICAS;PSIQUIATRIA;CORRAL SUAREZ , LUIS;PRIVADOS
CONSULTORIO DE ATENCION PRIMARIA DE QUINTANILLA DEL COCO;09-C232-0371;PZ. SAGRADO CORAZON 4;9,348;QUINTANILLA DEL COCO;BURGOS;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE QUINTANILLA DEL COCO;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
GABINETE DE PSICOLOGIA CARMEN VILLAVERDE VALDERREY;24-C22-0305;CL. ZAPATA 44;24,700;ASTORGA;LEON;987,603,000;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;OTRAS UNIDADES ASISTENCIALES (PSICOLOGIA SANITARIA);VILLAVERDE VALDERREY , M.CARMEN;PRIVADOS
ALIANZA MEDICA;47-C24-0064;CL. SAN LORENZO 9  I;47,001;VALLADOLID;VALLADOLID;983,338,220;0;CENTROS POLIVALENTES;ALERGOLOGIA#ENFERMERIA#MEDICINA INTERNA#NEUROLOGIA#OBTENCION DE MUESTRAS#REUMATOLOGIA;ALONSO GOMEZ , ALICIA;PRIVADOS
CENTRO DE SALUD DE SAN ESTEBAN DE GORMAZ;42-C231-0012;CL. CONDES DE SAN ESTEBAN 9;42,330;SAN ESTEBAN DE GORMAZ;SORIA;975,350,125;975,350,125;CENTROS DE ATENCION PRIMARIA: CENTROS DE SALUD;ENFERMERIA#ENFERMERIA OBSTETRICO - GINECOLOGICA (MATRONA)#FISIOTERAPIA#MEDICINA GENERAL /  DE FAMILIA#PEDIATRIA#URGENCIAS;JUNTA DE CASTILLA Y LEON;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CONSULTORIO LOCAL DE ARDON;24-C232-0044;CL. DESCONOCIDA 0;24,232;ARDON;LEON;987,320,175;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE ARDON;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CENTRO DE RECONOCIMIENTO RONDILLA;47-C2510-0019;CL. CARDENAL CISNEROS 3;47,010;VALLADOLID;VALLADOLID;983,262,842;0;ESPECIALIZADOS: CENTROS DE RECONOCIMIENTO;OTRAS UNIDADES ASISTENCIALES (CENTRO DE RECONOCIMIENTO);PASTOR GARCIA , MARGARITA;PRIVADOS
AUTEO;42-E-0023;CL. SAN BENITO, 20, BAJOS;42,001;SORIA;SORIA;975,228,412;0;ESTABLECIMIENTOS SANITARIOS (OPTICAS, ORTOPEDIAS, AUDIOPROTESIS);ESTABLECIMIENTO DE AUDIOPROTESIS#ESTABLECIMIENTO DE ORTOPEDIA;HEARING AIDS, S.L.;PRIVADOS
CLINICA DENTAL BRAVO ARENAS;05-C251-0091;CL. CERVANTES 6;5,420;SOTILLO DE LA ADRADA;AVILA;918,660,107;0;ESPECIALIZADOS: CLINICAS DENTALES;ODONTOLOGIA / ESTOMATOLOGIA;BRAVO ARENAS , IGNACIO;PRIVADOS
CENTRO DE RECUPERACION DEPORTIVA;37-C21-0062;PS. DE CARMELITAS, 61-63  1;37,002;SALAMANCA;SALAMANCA;923,616,700;0;CONSULTAS MEDICAS;FISIOTERAPIA#MEDICINA DE LA EDUCACION FISICA Y EL DEPORTE;GIMNASIOS KATA S.L.;PRIVADOS
CONSULTORIO DE ATENCION PRIMARIA DE JARAICES;05-C232-0126;CL. LA IGLESIA,  0;5,217;JARAICES;AVILA;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE CONSTANZANA;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CONSULTORIO DE ATENCION PRIMARIA DE TERRADILLOS DE ESGUEVA;09-C232-0520;CL. PATIO DE LAS ESCUELAS;9,350;TERRADILLOS DE ESGUEVA;BURGOS;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE TERRADILLOS DE ESGUEVA;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
UNIDAD DE MEDICINA DEL TRABAJO DE LA S.P. MAZ EN VALLADOLID;47-C3-0038;AV. VICENTE MORTES 6;47,014;VALLADOLID;VALLADOLID;983,140,141;983,140,143;SERVICIOS SANITARIOS INTEGRADOS EN ORGANIZACION NO SANITARIA;MEDICINA DEL TRABAJO;MAS PREVENCION SERVICIO DE PREVENCION S.L.;PRIVADOS
GABINETE DE LOGOPEDIA LAURA CASQUERO;37-C22-0379;CL. JOSE JAUREGUI, N. 7, PLANTA 1. - OFICINA 2;37,002;SALAMANCA;SALAMANCA;685,465,249;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;LOGOPEDIA;CASQUERO MARTIN , LAURA;PRIVADOS
CONSULTORIO DE ATENCION PRIMARIA DE CUEVAS DEL VALLE;05-C232-0080;CL. LAS ESCUELAS, S/N;5,414;CUEVAS DEL VALLE;AVILA;920,383,294;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE CUEVAS DEL VALLE;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
SERVICIOS SANITARIOS DE LA RESIDENCIA ASISTIDA DE LA TERCERA EDAD. RASVA;47-C3-0183;CR. RUEDA 64;47,008;VALLADOLID;VALLADOLID;983,228,400;983,228,401;SERVICIOS SANITARIOS INTEGRADOS EN ORGANIZACION NO SANITARIA;DEPOSITO DE MEDICAMENTOS#ENFERMERIA#FISIOTERAPIA#MEDICINA GENERAL /  DE FAMILIA#OTRAS UNIDADES ASISTENCIALES (PSICOLOGIA SANITARIA)#TERAPIA OCUPACIONAL;GERENCIA DE SERVICIOS SOCIALES DE CASTILLA Y LEON;OTRAS ENTIDADES/ORGANISMOS PUBLIC.DEP.AUTONOMICA
CLINICA DENTAL DE D. DIONISIO MORA MATEOS;34-C251-0064;CL. LOPE DE VEGA 2  A;34,880;GUARDO;PALENCIA;979,852,006;0;ESPECIALIZADOS: CLINICAS DENTALES;ODONTOLOGIA / ESTOMATOLOGIA;MORA MATEOS , DIONISIO;PRIVADOS
CONSULTORIO LOCAL DE VALDESCAPA DE CEA;24-C232-0437;CL. DESCONOCIDA 0;24,172;VALDESCAPA DE CEA;LEON;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE VILLAZANZO DE VALDERADUEY;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CONSULTORIO DE ATENCION PRIMARIA DE GRADO DEL PICO;40-C232-0111;CL. LA IGLESIA 12;40,512;GRADO DEL PICO;SEGOVIA;921,553,000;921,553,336;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE AYLLON;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
MULTIOPTICAS;47-E3-0014;PS. ZORRILLA (CENTRO COMERCIAL VALSUR LOCAL 21/22)) 328;47,008;VALLADOLID;VALLADOLID;983,456,395;0;ESTABLECIMIENTO DE OPTICA;ESTABLECIMIENTO DE OPTICA;VALPLUS VISION, S.L.;PRIVADOS
CLINICA DENTAL MERINDENT;09-C21-0229;AV. BURGOS 22;9,500;MEDINA DE POMAR;BURGOS;0;0;CONSULTAS MEDICAS;ODONTOLOGIA / ESTOMATOLOGIA;CLINICA DENTAL MERINDENT S.L.U.;PRIVADOS
CONSULTORIO DE ATENCION PRIMARIA DE VALLEHONDO;05-C232-0295;CR. HORCAJADA-VALLEHONDO, S/N;5,696;VALLEHONDO;AVILA;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE SAN LORENZO DE TORMES;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
